Date,Wl,Evaporation,Volume,V2,SurfaceArea,EvapVol,Initial_Conc,C2 (wt%)
2023-07-24,3.035963438,108.3269313,725.91198799762,697.314761403733,263.99,28.597226593887,12739.859688445344,13262.327696366749
2023-07-25,3.049827167,112.4300077,729.57187381633,699.891476083607,263.99,29.680397732723,13262.327696366749,13824.745120125815
2023-07-26,3.054776198,116.4925458,730.87836851002,700.125501344278,263.99,30.752867165742003,13824.745120125815,14431.994176849445
2023-07-27,3.295823594,119.6665074,794.5124705800599,762.921709291534,263.99,31.590761288526004,14431.994176849445,15029.588500625632
2023-07-28,3.546611604,122.9714871,860.7179973399601,828.2547544604311,263.99,32.463242879529005,15029.588500625632,15618.669552376476
2023-07-29,3.742358406,126.18238,912.3931955999401,879.08230910374,263.99,33.3108864962,15618.669552376476,16210.504609563905
2023-07-30,3.882361083,129.2851522,949.3525023011701,915.2225149718921,263.99,34.129987329278,16210.504609563905,16815.018056157394
2023-07-31,4.084791478,132.2277821,1002.7921022772199,967.8852900806409,263.99,34.906812196579004,16815.018056157394,17421.452189813324
2023-08-01,2.230099875,2.926093701,513.1720660012501,512.3996065251231,263.99,0.7724594761269901,17421.452189813324,17447.71560934086
2023-08-02,2.549133289,5.851189771,597.39369696311,595.8490413754637,263.99,1.54465558764629,17447.71560934086,17492.94638011699
2023-08-03,2.965003281,8.948389043,707.17921615119,704.8169309277284,263.99,2.36228522346157,17492.94638011699,17551.576255387103
2023-08-04,3.266616385,12.08229188,786.80205947615,783.6124552427489,263.99,3.1896042334012,17551.576255387103,17623.017924738444
2023-08-05,3.49538851,15.24870875,847.1956127549,843.1701061319875,263.99,4.0255066229125,17623.017924738444,17707.15465451078
2023-08-06,3.930378688,18.34167468,962.0286698451199,957.1866511463467,263.99,4.842018698773201,17707.15465451078,17796.7279616986
2023-08-07,4.438639844,21.48164862,1096.2045324175601,1090.5335919983663,263.99,5.6709404191938,17796.7279616986,17889.273651870742
2023-08-08,4.713235365,24.61002473,1168.6950040063502,1162.1982035778776,263.99,6.4968004284727,17889.273651870742,17989.27642279978
2023-08-09,4.841691427,27.79852598,1202.6061198137302,1195.26758694027,263.99,7.338532873460201,17989.27642279978,18099.724407703663
2023-08-10,4.823821583,31.05121769,1197.8886596961702,1189.691448738187,263.99,8.197210957983101,18099.724407703663,18224.435112658855
2023-08-11,4.740714073,34.33892414,1175.9491081312701,1166.8839755475515,263.99,9.0651325837186,18224.435112658855,18366.014673284928
2023-08-12,4.880529938,37.57355071,1212.85909833262,1202.9400566806871,263.99,9.9190416519329,18366.014673284928,18517.454691856597
2023-08-13,4.996130927,40.64114365,1243.3766034187302,1232.6477479065666,263.99,10.7288555121635,18517.454691856597,18678.628957724017
2023-08-14,4.951548479,43.62867598,1231.6072829712102,1220.08974879925,263.99,11.5175341719602,18678.628957724017,18854.95348427436
2023-08-15,4.687966344,46.92269736,1162.0242351525603,1149.637112276494,263.99,12.3871228760664,18854.95348427436,19058.112048953724
2023-08-16,4.559308844,50.32338431,1128.0599417275603,1114.7750715035634,263.99,13.2848702239969,19058.112048953724,19285.229206268028
2023-08-17,4.759386229,53.71004733,1180.8783705937103,1166.6994551990636,263.99,14.178915394646701,19285.229206268028,19519.60287642234
2023-08-18,4.828055521,57.25641489,1199.00637698879,1183.891256021979,263.99,15.1151209668111,19519.60287642234,19768.815933111866
2023-08-19,4.725867271,61.00977959,1172.0297008712903,1155.923729157326,263.99,16.105971713964102,19768.815933111866,20044.26316393338
2023-08-20,4.501745802,64.63102799,1112.8638742699802,1095.8019291909002,263.99,17.0619450790801,20044.26316393338,20356.357994343267
2023-08-21,4.442839302,67.87956671,1097.3131473349802,1079.3936205192072,263.99,17.9195268157729,20356.357994343267,20694.303574173216
2023-08-22,4.391397667,71.27872371,1083.73307011133,1064.916199839127,263.99,18.816870272202898,20694.303574173216,21059.968051610624
2023-08-23,4.539170583,74.62869938,1122.74364220617,1103.042411856844,263.99,19.701230349326202,21059.968051610624,21436.11612830677
2023-08-24,4.723012875,77.94506689,1171.27616887125,1150.699450662959,263.99,20.5767182082911,21436.11612830677,21819.435092088537
2023-08-25,4.715900063,81.25314155,1169.3984576313703,1147.9484407935859,263.99,21.4500168377845,21819.435092088537,22227.14264539354
2023-08-26,4.709241156,84.67675259,1167.6405727724402,1145.2867568562062,263.99,22.353815916234105,22227.14264539354,22660.97413088358
2023-08-27,4.782779969,88.02372031,1187.05408401631,1163.8167020916733,263.99,23.237381924636903,22660.97413088358,23113.43516681583
2023-08-28,4.874127844,91.37661794,1211.1690095375602,1187.0464961675796,263.99,24.122513369980602,23113.43516681583,23583.133827009664
2023-08-29,4.686895875,94.94310397,1161.7416420412503,1136.67761202421,263.99,25.0640300170403,23583.133827009664,24103.14791709404
2023-08-30,4.393289219,98.7121057,1084.23242092381,1058.173412140067,263.99,26.059008783743,24103.14791709404,24696.72183993257
2023-08-31,4.165116337,102.6835891,1023.9970618046299,996.8896211181209,263.99,27.107440686509,24696.72183993257,25368.275548833968
2023-09-01,1.845808406,4.275920289,411.72296109994,410.5941609028469,263.99,1.12880019709311,25368.275548833968,25438.017686365754
2023-09-02,2.04231468,8.376214965,463.5986523732,461.3874153845897,263.99,2.21123698861035,25438.017686365754,25559.931470204283
2023-09-03,2.226710542,12.47571352,512.27731598258,508.9838523704352,263.99,3.2934636121447998,25559.931470204283,25725.321204739055
2023-09-04,2.526711198,16.45642872,591.4744891600201,587.1301565422273,263.99,4.3443326177928006,25725.321204739055,25915.66971736039
2023-09-05,2.660754802,20.5558044,626.86066017998,621.4341333764239,263.99,5.426526803556,25915.66971736039,26141.97218257785
2023-09-06,2.852254198,24.61568353,677.41458573002,670.9162914349353,263.99,6.4982942950847,26141.97218257785,26395.1754970077
2023-09-07,3.162080344,28.3091405,759.20559001256,751.7322600119651,263.99,7.473330000595,26395.1754970077,26657.582563201213
2023-09-08,3.3672085,31.70903795,813.3573719149999,804.9865029865795,263.99,8.3708689284205,26657.582563201213,26934.788614181205
2023-09-09,3.450851844,35.15399031,835.43837829756,826.1580763956231,263.99,9.2803019019369,26934.788614181205,27237.34931914338
2023-09-10,3.517353469,38.3977478,852.99414228131,842.857520839588,263.99,10.136621441722,27237.34931914338,27564.919154255105
2023-09-11,3.621739542,41.8037289,880.55102169258,869.515255300269,263.99,11.035766392311002,27564.919154255105,27914.769265055344
2023-09-12,3.636665688,45.27382786,884.49137497512,872.5395371583586,263.99,11.9518378167614,27914.769265055344,28297.1390955788
2023-09-13,3.627454865,48.86128462,882.05980981135,869.1609192845161,263.99,12.8988905268338,28297.1390955788,28717.086301347008
2023-09-14,3.567897729,52.57035074,866.33732147871,852.4592745868574,263.99,13.8780468918526,28717.086301347008,29184.60079989079
2023-09-15,3.542021604,56.16378365,859.50628323996,844.6796059941965,263.99,14.8266772457635,29184.60079989079,29696.87865475521
2023-09-16,3.62135524,59.54097491,880.4495698076,864.7313478411091,263.99,15.718221966490901,29696.87865475521,30236.67882688122
2023-09-17,3.802443865,62.57455631,928.25515592135,911.7360988010731,263.99,16.519057120276898,30236.67882688122,30784.514352232833
2023-09-18,3.892145375,65.51398008,951.93545754625,934.6404219449307,263.99,17.2950356013192,30784.514352232833,31354.16580234159
2023-09-19,3.903544188,68.20648607,954.9446301901199,936.9387999325006,263.99,18.005830257619298,31354.16580234159,31956.72147337036
2023-09-20,3.640155323,71.3537139,885.41260371877,866.5759367863091,263.99,18.836666932461,31956.72147337036,32651.361254022075
